genus_species,accession,pathway,assembly
Panthera-leo-leo,GCF_018350215.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/215/GCF_018350215.1_P.leo_Ple1_pat1.1/,P.leo_Ple1_pat1.1
